collection_no,class_name,occurrence.genus_name,abund_value,abund_unit,collection.reference_no,epoch,stage,10_my_bin
32936,Bivalvia,Unionites,4,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32936,Bivalvia,Myalinella,2,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32936,Gastropoda,Coelostylina,5,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32936,Gastropoda,Omphaloptychia,32,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32936,Gastropoda,Chartronella,1,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32936,Gastropoda,Gastropoda,3,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32938,Bivalvia,Trigoniacea,5,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32938,Bivalvia,Bakevellia,4,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32938,Bivalvia,Promyalina,41,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32938,Bivalvia,Permophorus,1,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32938,Bivalvia,Eumorphotis,24,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32938,Bivalvia,Myalina,12,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32938,Bivalvia,Heteroconchia,1,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
32938,Bivalvia,Unionites,6,specimens,8833,Early/Lower Triassic,Olenekian,Triassic 1
